เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,คลาสของขวัญ
0,10,15,34.02,อาหารเสริม
0,11,15,34.02,อาหารเสริม
0,12,15,34.02,อาหารเสริม
1,10,16,34.03,อาหารเสริม
1,11,16,34.03,อาหารเสริม
1,12,16,34.03,อาหารเสริม
0,12,22,34.11,อาหารเสริม
0,12,22,34.13,อาหารเสริม
0,12,22,34.22,อาหารเสริม
0,12,22,35.1,อาหารเสริม
1,12,22,34.12,อาหารเสริม
1,12,22,34.14,อาหารเสริม
1,12,22,34.23,อาหารเสริม
1,12,22,35.09,อาหารเสริม
0,10,14,32.01,ความงามและของใช้ส่วนตัว
0,11,14,32.02,ความงามและของใช้ส่วนตัว
1,10,14,32.03,ความงามและของใช้ส่วนตัว
1,11,14,32.04,ความงามและของใช้ส่วนตัว
0,9,18,33.01,ความงามและของใช้ส่วนตัว
0,10,20,33.02,ความงามและของใช้ส่วนตัว
0,11,23,33.03,ความงามและของใช้ส่วนตัว
1,9,18,33.04,ความงามและของใช้ส่วนตัว
1,10,20,33.05,ความงามและของใช้ส่วนตัว
1,11,23,33.06,ความงามและของใช้ส่วนตัว
0,7,24,37.01,แม่และเด็ก
0,8,25,37.02,แม่และเด็ก
0,9,26,37.03,แม่และเด็ก
0,10,27,37.04,แม่และเด็ก
0,11,28,37.05,แม่และเด็ก
1,4,21,37.06,แม่และเด็ก
1,5,22,37.07,แม่และเด็ก
1,6,23,37.08,แม่และเด็ก
1,7,24,37.09,แม่และเด็ก
1,8,25,37.1,แม่และเด็ก
0,7,24,38.01,สำหรับเด็กโต
0,8,25,38.02,สำหรับเด็กโต
0,9,26,38.03,สำหรับเด็กโต
0,10,27,38.04,สำหรับเด็กโต
0,11,28,38.05,สำหรับเด็กโต
1,4,21,38.06,สำหรับเด็กโต
1,5,22,38.07,สำหรับเด็กโต
1,6,23,38.08,สำหรับเด็กโต
1,7,24,38.09,สำหรับเด็กโต
1,8,25,38.1,สำหรับเด็กโต
