เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,คลาสของขวัญ
0,7,13,34,ClassA
0,7,13,34.04,ClassA
0,7,13,34.15,ClassA
0,7,13,34.17,ClassA
0,7,13,34.19,ClassA
0,7,13,34.2,ClassA
0,7,13,34.21,ClassA
0,7,13.1,34,ClassA
0,7,13.1,34.04,ClassA
0,7,13.1,34.15,ClassA
0,7,13.1,34.17,ClassA
0,7,13.1,34.19,ClassA
0,7,13.1,34.2,ClassA
0,7,13.1,34.21,ClassA
0,7.1,13,34,ClassA
0,7.1,13,34.04,ClassA
0,7.1,13,34.15,ClassA
0,7.1,13,34.17,ClassA
0,7.1,13,34.19,ClassA
0,7.1,13,34.2,ClassA
0,7.1,13,34.21,ClassA
0,7.1,13.1,34,ClassA
0,7.1,13.1,34.04,ClassA
0,7.1,13.1,34.15,ClassA
0,7.1,13.1,34.17,ClassA
0,7.1,13.1,34.19,ClassA
0,7.1,13.1,34.2,ClassA
0,7.1,13.1,34.21,ClassA
0,7,24,34,ClassA
0,7,24,34.04,ClassA
0,7,24,34.15,ClassA
0,7,24,34.17,ClassA
0,7,24,34.19,ClassA
0,7,24,34.2,ClassA
0,7,24,34.21,ClassA
0,7,24.1,34,ClassA
0,7,24.1,34.04,ClassA
0,7,24.1,34.15,ClassA
0,7,24.1,34.17,ClassA
0,7,24.1,34.19,ClassA
0,7,24.1,34.2,ClassA
0,7,24.1,34.21,ClassA
0,7.1,24,34,ClassA
0,7.1,24,34.04,ClassA
0,7.1,24,34.15,ClassA
0,7.1,24,34.17,ClassA
0,7.1,24,34.19,ClassA
0,7.1,24,34.2,ClassA
0,7.1,24,34.21,ClassA
0,7.1,24.1,34,ClassA
0,7.1,24.1,34.04,ClassA
0,7.1,24.1,34.15,ClassA
0,7.1,24.1,34.17,ClassA
0,7.1,24.1,34.19,ClassA
0,7.1,24.1,34.2,ClassA
0,7.1,24.1,34.21,ClassA
0,7,25,34,ClassA
0,7,25,34.04,ClassA
0,7,25,34.15,ClassA
0,7,25,34.17,ClassA
0,7,25,34.19,ClassA
0,7,25,34.2,ClassA
0,7,25,34.21,ClassA
0,7,25.1,34,ClassA
0,7,25.1,34.04,ClassA
0,7,25.1,34.15,ClassA
0,7,25.1,34.17,ClassA
0,7,25.1,34.19,ClassA
0,7,25.1,34.2,ClassA
0,7,25.1,34.21,ClassA
0,7.1,25,34,ClassA
0,7.1,25,34.04,ClassA
0,7.1,25,34.15,ClassA
0,7.1,25,34.17,ClassA
0,7.1,25,34.19,ClassA
0,7.1,25,34.2,ClassA
0,7.1,25,34.21,ClassA
0,7.1,25.1,34,ClassA
0,7.1,25.1,34.04,ClassA
0,7.1,25.1,34.15,ClassA
0,7.1,25.1,34.17,ClassA
0,7.1,25.1,34.19,ClassA
0,7.1,25.1,34.2,ClassA
0,7.1,25.1,34.21,ClassA
0,7,26,34,ClassA
0,7,26,34.04,ClassA
0,7,26,34.15,ClassA
0,7,26,34.17,ClassA
0,7,26,34.19,ClassA
0,7,26,34.2,ClassA
0,7,26,34.21,ClassA
0,7,26.1,34,ClassA
0,7,26.1,34.04,ClassA
0,7,26.1,34.15,ClassA
0,7,26.1,34.17,ClassA
0,7,26.1,34.19,ClassA
0,7,26.1,34.2,ClassA
0,7,26.1,34.21,ClassA
0,7.1,26,34,ClassA
0,7.1,26,34.04,ClassA
0,7.1,26,34.15,ClassA
0,7.1,26,34.17,ClassA
0,7.1,26,34.19,ClassA
0,7.1,26,34.2,ClassA
0,7.1,26,34.21,ClassA
0,7.1,26.1,34,ClassA
0,7.1,26.1,34.04,ClassA
0,7.1,26.1,34.15,ClassA
0,7.1,26.1,34.17,ClassA
0,7.1,26.1,34.19,ClassA
0,7.1,26.1,34.2,ClassA
0,7.1,26.1,34.21,ClassA
0,8,13,34,ClassA
0,8,13,34.04,ClassA
0,8,13,34.15,ClassA
0,8,13,34.17,ClassA
0,8,13,34.19,ClassA
0,8,13,34.2,ClassA
0,8,13,34.21,ClassA
0,8,13.1,34,ClassA
0,8,13.1,34.04,ClassA
0,8,13.1,34.15,ClassA
0,8,13.1,34.17,ClassA
0,8,13.1,34.19,ClassA
0,8,13.1,34.2,ClassA
0,8,13.1,34.21,ClassA
0,8.1,13,34,ClassA
0,8.1,13,34.04,ClassA
0,8.1,13,34.15,ClassA
0,8.1,13,34.17,ClassA
0,8.1,13,34.19,ClassA
0,8.1,13,34.2,ClassA
0,8.1,13,34.21,ClassA
0,8.1,13.1,34,ClassA
0,8.1,13.1,34.04,ClassA
0,8.1,13.1,34.15,ClassA
0,8.1,13.1,34.17,ClassA
0,8.1,13.1,34.19,ClassA
0,8.1,13.1,34.2,ClassA
0,8.1,13.1,34.21,ClassA
0,8,24,34,ClassA
0,8,24,34.04,ClassA
0,8,24,34.15,ClassA
0,8,24,34.17,ClassA
0,8,24,34.19,ClassA
0,8,24,34.2,ClassA
0,8,24,34.21,ClassA
0,8,24.1,34,ClassA
0,8,24.1,34.04,ClassA
0,8,24.1,34.15,ClassA
0,8,24.1,34.17,ClassA
0,8,24.1,34.19,ClassA
0,8,24.1,34.2,ClassA
0,8,24.1,34.21,ClassA
0,8.1,24,34,ClassA
0,8.1,24,34.04,ClassA
0,8.1,24,34.15,ClassA
0,8.1,24,34.17,ClassA
0,8.1,24,34.19,ClassA
0,8.1,24,34.2,ClassA
0,8.1,24,34.21,ClassA
0,8.1,24.1,34,ClassA
0,8.1,24.1,34.04,ClassA
0,8.1,24.1,34.15,ClassA
0,8.1,24.1,34.17,ClassA
0,8.1,24.1,34.19,ClassA
0,8.1,24.1,34.2,ClassA
0,8.1,24.1,34.21,ClassA
0,8,25,34,ClassA
0,8,25,34.04,ClassA
0,8,25,34.15,ClassA
0,8,25,34.17,ClassA
0,8,25,34.19,ClassA
0,8,25,34.2,ClassA
0,8,25,34.21,ClassA
0,8,25.1,34,ClassA
0,8,25.1,34.04,ClassA
0,8,25.1,34.15,ClassA
0,8,25.1,34.17,ClassA
0,8,25.1,34.19,ClassA
0,8,25.1,34.2,ClassA
0,8,25.1,34.21,ClassA
0,8.1,25,34,ClassA
0,8.1,25,34.04,ClassA
0,8.1,25,34.15,ClassA
0,8.1,25,34.17,ClassA
0,8.1,25,34.19,ClassA
0,8.1,25,34.2,ClassA
0,8.1,25,34.21,ClassA
0,8.1,25.1,34,ClassA
0,8.1,25.1,34.04,ClassA
0,8.1,25.1,34.15,ClassA
0,8.1,25.1,34.17,ClassA
0,8.1,25.1,34.19,ClassA
0,8.1,25.1,34.2,ClassA
0,8.1,25.1,34.21,ClassA
0,8,26,34,ClassA
0,8,26,34.04,ClassA
0,8,26,34.15,ClassA
0,8,26,34.17,ClassA
0,8,26,34.19,ClassA
0,8,26,34.2,ClassA
0,8,26,34.21,ClassA
0,8,26.1,34,ClassA
0,8,26.1,34.04,ClassA
0,8,26.1,34.15,ClassA
0,8,26.1,34.17,ClassA
0,8,26.1,34.19,ClassA
0,8,26.1,34.2,ClassA
0,8,26.1,34.21,ClassA
0,8.1,26,34,ClassA
0,8.1,26,34.04,ClassA
0,8.1,26,34.15,ClassA
0,8.1,26,34.17,ClassA
0,8.1,26,34.19,ClassA
0,8.1,26,34.2,ClassA
0,8.1,26,34.21,ClassA
0,8.1,26.1,34,ClassA
0,8.1,26.1,34.04,ClassA
0,8.1,26.1,34.15,ClassA
0,8.1,26.1,34.17,ClassA
0,8.1,26.1,34.19,ClassA
0,8.1,26.1,34.2,ClassA
0,8.1,26.1,34.21,ClassA
0,9,13,32,ClassA
0,9,13,32.01,ClassA
0,9,13,32.02,ClassA
0,9,13,32.03,ClassA
0,9,13,32.04,ClassA
0,9,13.1,32,ClassA
0,9,13.1,32.01,ClassA
0,9,13.1,32.02,ClassA
0,9,13.1,32.03,ClassA
0,9,13.1,32.04,ClassA
0,9.1,13,32,ClassA
0,9.1,13,32.01,ClassA
0,9.1,13,32.02,ClassA
0,9.1,13,32.03,ClassA
0,9.1,13,32.04,ClassA
0,9.1,13.1,32,ClassA
0,9.1,13.1,32.01,ClassA
0,9.1,13.1,32.02,ClassA
0,9.1,13.1,32.03,ClassA
0,9.1,13.1,32.04,ClassA
0,9,13,33,ClassA
0,9,13,33.01,ClassA
0,9,13,33.02,ClassA
0,9,13,33.03,ClassA
0,9,13,33.04,ClassA
0,9,13.1,33,ClassA
0,9,13.1,33.01,ClassA
0,9,13.1,33.02,ClassA
0,9,13.1,33.03,ClassA
0,9,13.1,33.04,ClassA
0,9.1,13,33,ClassA
0,9.1,13,33.01,ClassA
0,9.1,13,33.02,ClassA
0,9.1,13,33.03,ClassA
0,9.1,13,33.04,ClassA
0,9.1,13.1,33,ClassA
0,9.1,13.1,33.01,ClassA
0,9.1,13.1,33.02,ClassA
0,9.1,13.1,33.03,ClassA
0,9.1,13.1,33.04,ClassA
0,9,13,34,ClassA
0,9,13,34.01,ClassA
0,9,13,34.02,ClassA
0,9,13,34.03,ClassA
0,9,13,34.04,ClassA
0,9,13,34.05,ClassA
0,9,13,34.06,ClassA
0,9,13,34.07,ClassA
0,9,13,34.08,ClassA
0,9,13,34.09,ClassA
0,9,13.1,34,ClassA
0,9,13.1,34.01,ClassA
0,9,13.1,34.02,ClassA
0,9,13.1,34.03,ClassA
0,9,13.1,34.04,ClassA
0,9,13.1,34.05,ClassA
0,9,13.1,34.06,ClassA
0,9,13.1,34.07,ClassA
0,9,13.1,34.08,ClassA
0,9,13.1,34.09,ClassA
0,9.1,13,34,ClassA
0,9.1,13,34.01,ClassA
0,9.1,13,34.02,ClassA
0,9.1,13,34.03,ClassA
0,9.1,13,34.04,ClassA
0,9.1,13,34.05,ClassA
0,9.1,13,34.06,ClassA
0,9.1,13,34.07,ClassA
0,9.1,13,34.08,ClassA
0,9.1,13,34.09,ClassA
0,9.1,13.1,34,ClassA
0,9.1,13.1,34.01,ClassA
0,9.1,13.1,34.02,ClassA
0,9.1,13.1,34.03,ClassA
0,9.1,13.1,34.04,ClassA
0,9.1,13.1,34.05,ClassA
0,9.1,13.1,34.06,ClassA
0,9.1,13.1,34.07,ClassA
0,9.1,13.1,34.08,ClassA
0,9.1,13.1,34.09,ClassA
0,9,13,35,ClassA
0,9,13,35.01,ClassA
0,9,13,35.02,ClassA
0,9,13,35.03,ClassA
0,9,13,35.04,ClassA
0,9,13,35.05,ClassA
0,9,13,35.06,ClassA
0,9,13,35.07,ClassA
0,9,13,35.08,ClassA
0,9,13,35.09,ClassA
0,9,13.1,35,ClassA
0,9,13.1,35.01,ClassA
0,9,13.1,35.02,ClassA
0,9,13.1,35.03,ClassA
0,9,13.1,35.04,ClassA
0,9,13.1,35.05,ClassA
0,9,13.1,35.06,ClassA
0,9,13.1,35.07,ClassA
0,9,13.1,35.08,ClassA
0,9,13.1,35.09,ClassA
0,9.1,13,35,ClassA
0,9.1,13,35.01,ClassA
0,9.1,13,35.02,ClassA
0,9.1,13,35.03,ClassA
0,9.1,13,35.04,ClassA
0,9.1,13,35.05,ClassA
0,9.1,13,35.06,ClassA
0,9.1,13,35.07,ClassA
0,9.1,13,35.08,ClassA
0,9.1,13,35.09,ClassA
0,9.1,13.1,35,ClassA
0,9.1,13.1,35.01,ClassA
0,9.1,13.1,35.02,ClassA
0,9.1,13.1,35.03,ClassA
0,9.1,13.1,35.04,ClassA
0,9.1,13.1,35.05,ClassA
0,9.1,13.1,35.06,ClassA
0,9.1,13.1,35.07,ClassA
0,9.1,13.1,35.08,ClassA
0,9.1,13.1,35.09,ClassA
0,9,13,36,ClassA
0,9,13,36.01,ClassA
0,9,13,36.02,ClassA
0,9,13,36.03,ClassA
0,9,13,36.04,ClassA
0,9,13,36.05,ClassA
0,9,13,36.06,ClassA
0,9,13,36.07,ClassA
0,9,13,36.08,ClassA
0,9,13,36.09,ClassA
0,9,13.1,36,ClassA
0,9,13.1,36.01,ClassA
0,9,13.1,36.02,ClassA
0,9,13.1,36.03,ClassA
0,9,13.1,36.04,ClassA
0,9,13.1,36.05,ClassA
0,9,13.1,36.06,ClassA
0,9,13.1,36.07,ClassA
0,9,13.1,36.08,ClassA
0,9,13.1,36.09,ClassA
0,9.1,13,36,ClassA
0,9.1,13,36.01,ClassA
0,9.1,13,36.02,ClassA
0,9.1,13,36.03,ClassA
0,9.1,13,36.04,ClassA
0,9.1,13,36.05,ClassA
0,9.1,13,36.06,ClassA
0,9.1,13,36.07,ClassA
0,9.1,13,36.08,ClassA
0,9.1,13,36.09,ClassA
0,9.1,13.1,36,ClassA
0,9.1,13.1,36.01,ClassA
0,9.1,13.1,36.02,ClassA
0,9.1,13.1,36.03,ClassA
0,9.1,13.1,36.04,ClassA
0,9,14,32,ClassA
0,9,14,32.01,ClassA
0,9,14,32.02,ClassA
0,9,14,32.03,ClassA
0,9,14,32.04,ClassA
0,9,14.1,32,ClassA
0,9,14.1,32.01,ClassA
0,9,14.1,32.02,ClassA
0,9,14.1,32.03,ClassA
0,9,14.1,32.04,ClassA
0,9.1,14,32,ClassA
0,9.1,14,32.01,ClassA
0,9.1,14,32.02,ClassA
0,9.1,14,32.03,ClassA
0,9.1,14,32.04,ClassA
0,9.1,14.1,32,ClassA
0,9.1,14.1,32.01,ClassA
0,9.1,14.1,32.02,ClassA
0,9.1,14.1,32.03,ClassA
0,9.1,14.1,32.04,ClassA
0,9,18,32,ClassA
0,9,18,32.01,ClassA
0,9,18,32.02,ClassA
0,9,18,32.03,ClassA
0,9,18,32.04,ClassA
0,9,18.1,32,ClassA
0,9,18.1,32.01,ClassA
0,9,18.1,32.02,ClassA
0,9,18.1,32.03,ClassA
0,9,18.1,32.04,ClassA
0,9.1,18,32,ClassA
0,9.1,18,32.01,ClassA
0,9.1,18,32.02,ClassA
0,9.1,18,32.03,ClassA
0,9.1,18,32.04,ClassA
0,9.1,18.1,32,ClassA
0,9.1,18.1,32.01,ClassA
0,9.1,18.1,32.02,ClassA
0,9.1,18.1,32.03,ClassA
0,9.1,18.1,32.04,ClassA
0,9,18,33,ClassA
0,9,18,33.01,ClassA
0,9,18,33.02,ClassA
0,9,18,33.03,ClassA
0,9,18,33.04,ClassA
0,9,18.1,33,ClassA
