เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,คลาสของขวัญ
0.01,10,15,34.01,อาหารเสริม
0.02,11,15,34.01,อาหารเสริม
0.03,12,15,34.01,อาหารเสริม
0.04,10,15,34.02,อาหารเสริม
0.05,11,15,34.02,อาหารเสริม
0.06,12,15,34.02,อาหารเสริม
0.07,10,15,34.03,อาหารเสริม
0.08,11,15,34.03,อาหารเสริม
0.09,12,15,34.03,อาหารเสริม
0.1,10,15,34.04,อาหารเสริม
0.11,11,15,34.04,อาหารเสริม
0.12,12,15,34.04,อาหารเสริม
0.13,10,24,34.01,อาหารเสริม
0.14,11,24,34.01,อาหารเสริม
0.15,12,24,34.01,อาหารเสริม
0.16,10,24,34.02,อาหารเสริม
0.17,11,24,34.02,อาหารเสริม
0.18,12,24,34.02,อาหารเสริม
0.19,10,24,34.03,อาหารเสริม
0.2,11,24,34.03,อาหารเสริม
0.21,12,24,34.03,อาหารเสริม
0.22,10,24,34.04,อาหารเสริม
0.23,11,24,34.04,อาหารเสริม
0.24,12,24,34.04,อาหารเสริม
0.25,10,24,35.01,อาหารเสริม
0.26,10,24,35.02,อาหารเสริม
0.27,10,24,35.03,อาหารเสริม
0.28,11,24,35.01,อาหารเสริม
0.29,11,24,35.02,อาหารเสริม
0.3,11,24,35.03,อาหารเสริม
0.31,10,24,35.04,อาหารเสริม
0.32,10,24,35.05,อาหารเสริม
0.33,10,24,35.06,อาหารเสริม
0.34,10,24,35.07,อาหารเสริม
0.35,10,24,35.08,อาหารเสริม
0.36,10,24,35.09,อาหารเสริม
0.37,11,24,35.04,อาหารเสริม
0.38,11,24,35.05,อาหารเสริม
0.39,11,24,35.06,อาหารเสริม
0.4,11,24,35.07,อาหารเสริม
0.41,11,24,35.08,อาหารเสริม
0.42,11,24,35.09,อาหารเสริม
0.43,11,24,36.01,อาหารเสริม
0.44,11,24,36.02,อาหารเสริม
0.45,11,24,36.03,อาหารเสริม
0.46,11,24,36.04,อาหารเสริม
0.47,12,24,36.05,อาหารเสริม
0.48,12,24,36.06,อาหารเสริม
