เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,คลาสของขวัญ
0,7,13,34,ClassA
0,7,13,35,ClassA
0,7,24,34,ClassA
0,7,24,35,ClassA
0,7,25,34,ClassA
0,7,25,35,ClassA
0,7,26,34,ClassA
0,7,26,35,ClassA
0,8,13,34,ClassA
0,8,13,35,ClassA
0,8,24,34,ClassA
0,8,24,35,ClassA
0,8,25,34,ClassA
0,8,25,35,ClassA
0,8,26,34,ClassA
0,8,26,35,ClassA
0,9,13,32,ClassA
0,9,13,33,ClassA
0,9,13,33,ClassA
0,9,13,35,ClassA
0,9,13,36,ClassA
0,9,14,32,ClassA
0,9,18,32,ClassA
0,9,18,33,ClassA
0,9,24,32,ClassA
0,9,24,33,ClassA
0,9,24,34,ClassA
0,9,24,35,ClassA
0,9,24,36,ClassA
0,9,25,32,ClassA
0,9,25,33,ClassA
0,9,25,34,ClassA
0,9,25,35,ClassA
0,9,25,36,ClassA
0,10,13,32,ClassA
0,10,13,33,ClassA
0,10,13,33,ClassA
0,10,13,35,ClassA
0,10,13,36,ClassA
0,10,14,32,ClassA
0,10,15,34,ClassA
0,10,16,34,ClassA
0,10,17,32,ClassA
0,10,18,32,ClassA
0,10,18,33,ClassA
0,10,19,32,ClassA
0,10,19,33,ClassA
0,10,19,34,ClassA
0,10,19,35,ClassA
0,10,19,36,ClassA
0,10,20,33,ClassA
0,10,21,32,ClassA
0,10,21,36,ClassA
0,10,23,33,ClassA
0,10,24,32,ClassA
0,10,24,33,ClassA
0,10,24,34,ClassA
0,10,24,35,ClassA
0,10,24,36,ClassA
0,10,25,32,ClassA
0,10,25,33,ClassA
0,10,25,34,ClassA
0,10,25,35,ClassA
0,10,25,36,ClassA
0,11,13,32,ClassA
0,11,13,33,ClassA
0,11,13,33,ClassA
0,11,13,35,ClassA
0,11,13,36,ClassA
0,11,14,32,ClassA
0,11,15,34,ClassA
0,11,16,34,ClassA
0,11,17,32,ClassA
0,11,18,32,ClassA
0,11,18,33,ClassA
0,11,19,32,ClassA
0,11,19,33,ClassA
0,11,19,34,ClassA
0,11,19,35,ClassA
0,11,19,36,ClassA
0,11,20,33,ClassA
0,11,21,32,ClassA
0,11,21,36,ClassA
0,11,23,33,ClassA
0,11,24,32,ClassA
0,11,24,33,ClassA
0,11,24,34,ClassA
0,11,24,35,ClassA
0,11,24,36,ClassA
0,11,25,32,ClassA
0,11,25,33,ClassA
0,11,25,34,ClassA
0,11,25,35,ClassA
0,11,25,36,ClassA
0,12,13,34,ClassA
0,12,13,35,ClassA
0,12,15,34,ClassA
0,12,16,34,ClassA
0,12,21,36,ClassA
0,12,22,34,ClassA
0,12,22,35,ClassA
0,12,24,34,ClassA
0,12,24,35,ClassA
0,12,24,36,ClassA
1,7,13,34,ClassA
1,7,13,35,ClassA
1,7,24,34,ClassA
1,7,24,35,ClassA
1,7,25,34,ClassA
1,7,25,35,ClassA
1,7,26,34,ClassA
1,7,26,35,ClassA
1,8,13,34,ClassA
1,8,13,35,ClassA
1,8,24,34,ClassA
1,8,24,35,ClassA
1,8,25,34,ClassA
1,8,25,35,ClassA
1,8,26,34,ClassA
1,8,26,35,ClassA
1,9,13,32,ClassA
1,9,13,33,ClassA
1,9,13,33,ClassA
1,9,13,35,ClassA
1,9,13,36,ClassA
1,9,14,32,ClassA
1,9,18,32,ClassA
1,9,18,33,ClassA
1,9,24,32,ClassA
1,9,24,33,ClassA
1,9,24,34,ClassA
1,9,24,35,ClassA
1,9,24,36,ClassA
1,9,25,32,ClassA
1,9,25,33,ClassA
1,9,25,34,ClassA
1,9,25,35,ClassA
1,9,25,36,ClassA
1,10,13,32,ClassA
1,10,13,33,ClassA
1,10,13,33,ClassA
1,10,13,35,ClassA
1,10,13,36,ClassA
1,10,14,32,ClassA
1,10,15,34,ClassA
1,10,16,34,ClassA
1,10,17,32,ClassA
1,10,18,32,ClassA
1,10,18,33,ClassA
1,10,19,32,ClassA
1,10,19,33,ClassA
1,10,19,34,ClassA
1,10,19,35,ClassA
1,10,19,36,ClassA
1,10,20,33,ClassA
1,10,21,32,ClassA
1,10,21,36,ClassA
1,10,23,33,ClassA
1,10,24,32,ClassA
1,10,24,33,ClassA
1,10,24,34,ClassA
1,10,24,35,ClassA
1,10,24,36,ClassA
1,10,25,32,ClassA
1,10,25,33,ClassA
1,10,25,34,ClassA
