เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,คลาสของขวัญ
0.1,10,15,34.01,อาหารเสริม
0.2,11,15,34.01,อาหารเสริม
0.3,12,15,34.01,อาหารเสริม
0.4,10,15,34.02,อาหารเสริม
0.5,11,15,34.02,อาหารเสริม
0.6,12,15,34.02,อาหารเสริม
0.7,10,15,34.03,อาหารเสริม
0.8,11,15,34.03,อาหารเสริม
0.9,12,15,34.03,อาหารเสริม
1,10,15,34.04,อาหารเสริม
1.1,11,15,34.04,อาหารเสริม
1.2,12,15,34.04,อาหารเสริม
1.3,10,24,34.01,อาหารเสริม
1.4,11,24,34.01,อาหารเสริม
1.5,12,24,34.01,อาหารเสริม
1.6,10,24,34.02,อาหารเสริม
1.7,11,24,34.02,อาหารเสริม
1.8,12,24,34.02,อาหารเสริม
1.9,10,24,34.03,อาหารเสริม
2,11,24,34.03,อาหารเสริม
2.1,12,24,34.03,อาหารเสริม
2.2,10,24,34.04,อาหารเสริม
2.3,11,24,34.04,อาหารเสริม
2.4,12,24,34.04,อาหารเสริม
2.5,10,24,35.01,อาหารเสริม
2.6,10,24,35.02,อาหารเสริม
2.7,10,24,35.03,อาหารเสริม
2.8,11,24,35.01,อาหารเสริม
2.9,11,24,35.02,อาหารเสริม
3,11,24,35.03,อาหารเสริม
3.1,10,24,35.04,อาหารเสริม
3.2,10,24,35.05,อาหารเสริม
3.3,10,24,35.06,อาหารเสริม
3.4,10,24,35.07,อาหารเสริม
3.5,10,24,35.08,อาหารเสริม
3.6,10,24,35.09,อาหารเสริม
3.7,11,24,35.04,อาหารเสริม
3.8,11,24,35.05,อาหารเสริม
3.9,11,24,35.06,อาหารเสริม
4,11,24,35.07,อาหารเสริม
4.1,11,24,35.08,อาหารเสริม
4.2,11,24,35.09,อาหารเสริม
4.3,11,24,36.01,อาหารเสริม
4.4,11,24,36.02,อาหารเสริม
4.5,11,24,36.03,อาหารเสริม
4.6,11,24,36.04,อาหารเสริม
4.7,12,24,36.05,อาหารเสริม
4.8,12,24,36.06,อาหารเสริม
4.9,12,24,36.07,อาหารเสริม
5,12,24,36.08,อาหารเสริม
1.1,10,16,34.05,อาหารเสริม
1.2,11,16,34.05,อาหารเสริม
1.3,12,16,34.05,อาหารเสริม
1.4,10,16,34.06,อาหารเสริม
1.5,11,16,34.06,อาหารเสริม
1.6,12,16,34.06,อาหารเสริม
1.7,10,16,34.07,อาหารเสริม
1.8,11,16,34.07,อาหารเสริม
1.9,12,16,34.07,อาหารเสริม
2,10,16,34.08,อาหารเสริม
2.1,11,16,34.08,อาหารเสริม
2.2,12,16,34.08,อาหารเสริม
2.3,10,24,34.05,อาหารเสริม
2.4,11,24,34.05,อาหารเสริม
2.5,12,24,34.05,อาหารเสริม
2.6,10,24,34.06,อาหารเสริม
2.7,11,24,34.06,อาหารเสริม
2.8,12,24,34.06,อาหารเสริม
2.9,10,24,34.07,อาหารเสริม
3,11,24,34.07,อาหารเสริม
3.1,12,24,34.07,อาหารเสริม
3.2,10,24,34.08,อาหารเสริม
3.3,11,24,34.08,อาหารเสริม
3.4,12,24,34.08,อาหารเสริม
3.5,10,24,35.11,อาหารเสริม
3.6,10,24,35.12,อาหารเสริม
3.7,10,24,35.13,อาหารเสริม
3.8,10,24,35.14,อาหารเสริม
3.9,10,24,35.15,อาหารเสริม
4,10,24,35.16,อาหารเสริม
4.1,10,24,35.11,อาหารเสริม
4.2,11,24,35.12,อาหารเสริม
4.3,11,24,35.13,อาหารเสริม
4.4,11,24,35.14,อาหารเสริม
4.5,11,24,35.15,อาหารเสริม
4.6,11,24,35.16,อาหารเสริม
4.7,11,24,35.11,อาหารเสริม
4.8,11,24,35.12,อาหารเสริม
4.9,12,24,35.13,อาหารเสริม
5,12,24,35.14,อาหารเสริม
5.1,12,24,35.15,อาหารเสริม
5.2,12,24,35.16,อาหารเสริม
5.3,12,24,36.09,อาหารเสริม
5.4,12,24,36.1,อาหารเสริม
5.5,12,24,36.11,อาหารเสริม
5.6,11,24,36.12,อาหารเสริม
5.7,11,24,36.13,อาหารเสริม
5.8,11,24,36.14,อาหารเสริม
5.9,11,24,36.15,อาหารเสริม
6,12,24,36.16,อาหารเสริม
0,7,24,38.01,แม่และเด็ก
0,7,24,38.02,แม่และเด็ก
0,7,24,38.03,แม่และเด็ก
0,7,24,38.04,แม่และเด็ก
0,7,24,38.05,แม่และเด็ก
0,7,24,38.06,แม่และเด็ก
0,7,24,38.07,แม่และเด็ก
0,7,24,38.08,แม่และเด็ก
0,7,24,38.09,แม่และเด็ก
0,7,24,38.1,แม่และเด็ก
0,7,24,38.11,แม่และเด็ก
0,7,24,38.12,แม่และเด็ก
0,7,24,38.13,แม่และเด็ก
0,7,24,38.14,แม่และเด็ก
0,7,24,38.15,แม่และเด็ก
0,7,24,38.16,แม่และเด็ก
0,7,24,40.01,แม่และเด็ก
0,7,24,40.02,แม่และเด็ก
0,7,24,40.03,แม่และเด็ก
0,7,24,40.04,แม่และเด็ก
0,7,25,38.01,แม่และเด็ก
0,7,25,38.02,แม่และเด็ก
0,7,25,38.03,แม่และเด็ก
0,7,25,38.04,แม่และเด็ก
0,7,25,38.05,แม่และเด็ก
0,7,25,38.06,แม่และเด็ก
0,7,25,38.07,แม่และเด็ก
0,7,25,38.08,แม่และเด็ก
0,7,25,38.09,แม่และเด็ก
0,7,25,38.1,แม่และเด็ก
0,7,25,38.11,แม่และเด็ก
0,7,25,38.12,แม่และเด็ก
0,7,25,38.13,แม่และเด็ก
0,7,25,38.14,แม่และเด็ก
0,7,25,38.15,แม่และเด็ก
0,7,25,38.16,แม่และเด็ก
0,7,25,40.01,แม่และเด็ก
0,7,25,40.02,แม่และเด็ก
0,7,25,40.03,แม่และเด็ก
0,7,25,40.04,แม่และเด็ก
0,7,13,38.01,แม่และเด็ก
0,7,13,38.02,แม่และเด็ก
0,7,13,38.03,แม่และเด็ก
0,7,13,38.04,แม่และเด็ก
0,7,13,38.05,แม่และเด็ก
0,7,13,38.06,แม่และเด็ก
0,7,13,38.07,แม่และเด็ก
0,7,13,38.08,แม่และเด็ก
0,7,13,38.09,แม่และเด็ก
0,7,13,38.1,แม่และเด็ก
0,7,13,38.11,แม่และเด็ก
0,7,13,38.12,แม่และเด็ก
0,7,13,38.13,แม่และเด็ก
0,7,13,38.14,แม่และเด็ก
0,7,13,38.15,แม่และเด็ก
0,7,13,38.16,แม่และเด็ก
1,7,24,38.01,แม่และเด็ก
1,7,24,38.02,แม่และเด็ก
1,7,24,38.03,แม่และเด็ก
1,7,24,38.04,แม่และเด็ก
1,7,24,38.05,แม่และเด็ก
1,7,24,38.06,แม่และเด็ก
1,7,24,38.07,แม่และเด็ก
1,7,24,38.08,แม่และเด็ก
1,7,24,38.09,แม่และเด็ก
1,7,24,38.1,แม่และเด็ก
1,7,24,38.11,แม่และเด็ก
1,7,24,38.12,แม่และเด็ก
1,7,24,38.13,แม่และเด็ก
1,7,24,38.14,แม่และเด็ก
1,7,24,38.15,แม่และเด็ก
1,7,24,38.16,แม่และเด็ก
1,7,24,40.01,แม่และเด็ก
1,7,24,40.02,แม่และเด็ก
1,7,24,40.03,แม่และเด็ก
1,7,24,40.04,แม่และเด็ก
1,7,25,38.01,แม่และเด็ก
1,7,25,38.02,แม่และเด็ก
1,7,25,38.03,แม่และเด็ก
1,7,25,38.04,แม่และเด็ก
1,7,25,38.05,แม่และเด็ก
1,7,25,38.06,แม่และเด็ก
1,7,25,38.07,แม่และเด็ก
1,7,25,38.08,แม่และเด็ก
1,7,25,38.09,แม่และเด็ก
1,7,25,38.1,แม่และเด็ก
1,7,25,38.11,แม่และเด็ก
1,7,25,38.12,แม่และเด็ก
1,7,25,38.13,แม่และเด็ก
1,7,25,38.14,แม่และเด็ก
1,7,25,38.15,แม่และเด็ก
1,7,25,38.16,แม่และเด็ก
1,7,25,40.01,แม่และเด็ก
1,7,25,40.02,แม่และเด็ก
1,7,25,40.03,แม่และเด็ก
1,7,25,40.04,แม่และเด็ก
1,7,13,38.01,แม่และเด็ก
1,7,13,38.02,แม่และเด็ก
1,7,13,38.03,แม่และเด็ก
1,7,13,38.04,แม่และเด็ก
1,7,13,38.05,แม่และเด็ก
1,7,13,38.06,แม่และเด็ก
1,7,13,38.07,แม่และเด็ก
1,7,13,38.08,แม่และเด็ก
1,7,13,38.09,แม่และเด็ก
1,7,13,38.1,แม่และเด็ก
1,7,13,38.11,แม่และเด็ก
1,7,13,38.12,แม่และเด็ก
1,7,13,38.13,แม่และเด็ก
1,7,13,38.14,แม่และเด็ก
1,7,13,38.15,แม่และเด็ก
1,7,13,38.16,แม่และเด็ก
0,8,24,38.01,เกม
0,8,24,38.02,เกม
0,8,24,38.03,เกม
0,8,24,38.04,เกม
0,8,24,38.05,เกม
0,8,24,38.06,เกม
0,8,24,38.07,เกม
0,8,24,38.08,เกม
0,8,24,38.09,เกม
0,8,24,38.1,เกม
0,8,24,38.11,เกม
0,8,24,38.12,เกม
0,8,24,38.13,เกม
0,8,24,38.14,เกม
0,8,24,38.15,เกม
0,8,24,38.16,เกม
0,8,24,40.01,เกม
0,8,24,40.02,เกม
0,8,24,40.03,เกม
0,8,24,40.04,เกม
0,8,25,38.01,เกม
0,8,25,38.02,เกม
0,8,25,38.03,เกม
0,8,25,38.04,เกม
0,8,25,38.05,เกม
0,8,25,38.06,เกม
0,8,25,38.07,เกม
0,8,25,38.08,เกม
0,8,25,38.09,เกม
0,8,25,38.1,เกม
0,8,25,38.11,เกม
0,8,25,38.12,เกม
0,8,25,38.13,เกม
0,8,25,38.14,เกม
0,8,25,38.15,เกม
0,8,25,38.16,เกม
0,8,25,40.01,เกม
0,8,25,40.02,เกม
0,8,25,40.03,เกม
0,8,25,40.04,เกม
0,8,13,38.01,เกม
0,8,13,38.02,เกม
0,8,13,38.03,เกม
0,8,13,38.04,เกม
0,8,13,38.05,เกม
0,8,13,38.06,เกม
0,8,13,38.07,เกม
0,8,13,38.08,เกม
0,8,13,38.09,เกม
0,8,13,38.1,เกม
0,8,13,38.11,เกม
0,8,13,38.12,เกม
0,8,13,38.13,เกม
0,8,13,38.14,เกม
0,8,13,38.15,เกม
0,8,13,38.16,เกม
0,8,13,40.01,เกม
0,8,13,40.02,เกม
0,8,13,40.03,เกม
0,8,13,40.04,เกม
1,8,24,38.01,เกม
1,8,24,38.02,เกม
1,8,24,38.03,เกม
1,8,24,38.04,เกม
1,8,24,38.05,เกม
1,8,24,38.06,เกม
1,8,24,38.07,เกม
1,8,24,38.08,เกม
1,8,24,38.09,เกม
1,8,24,38.1,เกม
1,8,24,38.11,เกม
1,8,24,38.12,เกม
1,8,24,38.13,เกม
1,8,24,38.14,เกม
1,8,24,38.15,เกม
1,8,24,38.16,เกม
1,8,24,40.01,เกม
1,8,24,40.02,เกม
1,8,24,40.03,เกม
1,8,24,40.04,เกม
1,8,25,38.01,เกม
1,8,25,38.02,เกม
1,8,25,38.03,เกม
1,8,25,38.04,เกม
1,8,25,38.05,เกม
1,8,25,38.06,เกม
1,8,25,38.07,เกม
1,8,25,38.08,เกม
1,8,25,38.09,เกม
1,8,25,38.1,เกม
1,8,25,38.11,เกม
1,8,25,38.12,เกม
1,8,25,38.13,เกม
1,8,25,38.14,เกม
1,8,25,38.15,เกม
1,8,25,38.16,เกม
1,8,25,40.01,เกม
1,8,25,40.02,เกม
1,8,25,40.03,เกม
1,8,25,40.04,เกม
1,8,13,38.01,เกม
1,8,13,38.02,เกม
1,8,13,38.03,เกม
1,8,13,38.04,เกม
1,8,13,38.05,เกม
1,8,13,38.06,เกม
1,8,13,38.11,เกม
1,8,13,38.12,เกม
1,8,13,38.13,เกม
1,8,13,38.14,เกม
1,8,13,38.15,เกม
1,8,13,38.16,เกม
1,8,13,40.01,เกม
1,8,13,40.02,เกม
1,8,13,40.03,เกม
1,8,13,40.04,เกม
