เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,ราคา,คลาสของขวัญ
0,12,13,34.05,25,อาหารเสริมเพื่อสุขภาพ
0,12,13,34.06,45,อาหารเสริมเพื่อสุขภาพ
0,12,13,34.07,65,อาหารเสริมเพื่อสุขภาพ
0,12,24,34.05,85,อาหารเสริมเพื่อสุขภาพ
0,12,24,34.06,105,อาหารเสริมเพื่อสุขภาพ
0,12,24,34.07,125,อาหารเสริมเพื่อสุขภาพ
0,12,22,34.05,165,อาหารเสริมเพื่อสุขภาพ
0,12,22,34.06,185,อาหารเสริมเพื่อสุขภาพ
0,12,22,34.07,205,อาหารเสริมเพื่อสุขภาพ
0.1,12.1,13,34.05,225,อาหารเสริมเพื่อสุขภาพ
0.1,12.1,13,34.06,245,อาหารเสริมเพื่อสุขภาพ
0.1,12.1,13,34.07,265,อาหารเสริมเพื่อสุขภาพ
0.1,12.1,24,34.05,285,อาหารเสริมเพื่อสุขภาพ
0.1,12.1,24,34.06,305,อาหารเสริมเพื่อสุขภาพ
0.1,12.1,24,34.07,325,อาหารเสริมเพื่อสุขภาพ
0.1,12.1,22,34.05,365,อาหารเสริมเพื่อสุขภาพ
0.1,12.1,22,34.06,385,อาหารเสริมเพื่อสุขภาพ
0.1,12.1,22,34.07,405,อาหารเสริมเพื่อสุขภาพ
1,12,13,34.19,425,อาหารเสริมเพื่อสุขภาพ
1,12,13,34.2,445,อาหารเสริมเพื่อสุขภาพ
1,12,13,34.21,465,อาหารเสริมเพื่อสุขภาพ
1,12,24,34.19,485,อาหารเสริมเพื่อสุขภาพ
1,12,24,34.2,505,อาหารเสริมเพื่อสุขภาพ
1,12,24,34.21,525,อาหารเสริมเพื่อสุขภาพ
1,12,22,34.19,545,อาหารเสริมเพื่อสุขภาพ
1,12,22,34.2,565,อาหารเสริมเพื่อสุขภาพ
1,12,22,34.21,585,อาหารเสริมเพื่อสุขภาพ
1.1,12.1,13,34.19,605,อาหารเสริมเพื่อสุขภาพ
1.1,12.1,13,34.2,625,อาหารเสริมเพื่อสุขภาพ
1.1,12.1,13,34.21,645,อาหารเสริมเพื่อสุขภาพ
1.1,12.1,24,34.19,665,อาหารเสริมเพื่อสุขภาพ
1.1,12.1,24,34.2,685,อาหารเสริมเพื่อสุขภาพ
1.1,12.1,24,34.21,705,อาหารเสริมเพื่อสุขภาพ
1.1,12.1,22,34.19,725,อาหารเสริมเพื่อสุขภาพ
1.1,12.1,22,34.2,745,อาหารเสริมเพื่อสุขภาพ
1.1,12.1,22,34.21,765,อาหารเสริมเพื่อสุขภาพ
0.1,12,13,34.05,785,อาหารเสริมเพื่อสุขภาพ
0.1,12,13,34.06,805,อาหารเสริมเพื่อสุขภาพ
0.1,12,13,34.07,825,อาหารเสริมเพื่อสุขภาพ
0.1,12,24,34.05,845,อาหารเสริมเพื่อสุขภาพ
0.1,12,24,34.06,865,อาหารเสริมเพื่อสุขภาพ
0.1,12,24,34.07,885,อาหารเสริมเพื่อสุขภาพ
0.1,12,22,34.05,905,อาหารเสริมเพื่อสุขภาพ
0.1,12,22,34.06,925,อาหารเสริมเพื่อสุขภาพ
0.1,12,22,34.07,945,อาหารเสริมเพื่อสุขภาพ
1.1,12,13,34.19,965,อาหารเสริมเพื่อสุขภาพ
1.1,12,13,34.2,985,อาหารเสริมเพื่อสุขภาพ
1.1,12,24,34.19,1005,อาหารเสริมเพื่อสุขภาพ
1.1,12,24,34.2,1025,อาหารเสริมเพื่อสุขภาพ
1.1,12,22,34.21,1045,อาหารเสริมเพื่อสุขภาพ
