เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,คลาสของขวัญ
5.1,3.5,1.4,0.2,น้ำหอม
4.9,3,1.4,0.2,น้ำหอม
4.7,3.2,1.3,0.2,น้ำหอม
4.6,3.1,1.5,0.2,น้ำหอม
5,3.6,1.4,0.2,น้ำหอม
5.4,3.9,1.7,0.4,น้ำหอม
4.6,3.4,1.4,0.3,น้ำหอม
5,3.4,1.5,0.2,น้ำหอม
4.4,2.9,1.4,0.2,น้ำหอม
4.9,3.1,1.5,0.1,น้ำหอม
5.4,3.7,1.5,0.2,น้ำหอม
4.8,3.4,1.6,0.2,น้ำหอม
4.8,3,1.4,0.1,น้ำหอม
4.3,3,1.1,0.1,น้ำหอม
5.8,4,1.2,0.2,น้ำหอม
5.7,4.4,1.5,0.4,น้ำหอม
5.4,3.9,1.3,0.4,น้ำหอม
5.1,3.5,1.4,0.3,น้ำหอม
5.7,3.8,1.7,0.3,น้ำหอม
5.1,3.8,1.5,0.3,น้ำหอม
5.4,3.4,1.7,0.2,น้ำหอม
5.1,3.7,1.5,0.4,น้ำหอม
4.6,3.6,1,0.2,น้ำหอม
5.1,3.3,1.7,0.5,น้ำหอม
4.8,3.4,1.9,0.2,น้ำหอม
5,3,1.6,0.2,น้ำหอม
5,3.4,1.6,0.4,น้ำหอม
5.2,3.5,1.5,0.2,น้ำหอม
5.2,3.4,1.4,0.2,น้ำหอม
4.7,3.2,1.6,0.2,น้ำหอม
4.8,3.1,1.6,0.2,น้ำหอม
5.4,3.4,1.5,0.4,น้ำหอม
5.2,4.1,1.5,0.1,น้ำหอม
5.5,4.2,1.4,0.2,น้ำหอม
4.9,3.1,1.5,0.1,น้ำหอม
5,3.2,1.2,0.2,น้ำหอม
5.5,3.5,1.3,0.2,น้ำหอม
4.9,3.1,1.5,0.1,น้ำหอม
4.4,3,1.3,0.2,น้ำหอม
5.1,3.4,1.5,0.2,น้ำหอม
5,3.5,1.3,0.3,น้ำหอม
4.5,2.3,1.3,0.3,น้ำหอม
4.4,3.2,1.3,0.2,น้ำหอม
5,3.5,1.6,0.6,น้ำหอม
5.1,3.8,1.9,0.4,น้ำหอม
4.8,3,1.4,0.3,น้ำหอม
5.1,3.8,1.6,0.2,น้ำหอม
4.6,3.2,1.4,0.2,น้ำหอม
5.3,3.7,1.5,0.2,น้ำหอม
5,3.3,1.4,0.2,น้ำหอม
7,3.2,4.7,1.4,เสื้อผ้า
6.4,3.2,4.5,1.5,เสื้อผ้า
6.9,3.1,4.9,1.5,เสื้อผ้า
5.5,2.3,4,1.3,เสื้อผ้า
6.5,2.8,4.6,1.5,เสื้อผ้า
5.7,2.8,4.5,1.3,เสื้อผ้า
6.3,3.3,4.7,1.6,เสื้อผ้า
4.9,2.4,3.3,1,เสื้อผ้า
6.6,2.9,4.6,1.3,เสื้อผ้า
5.2,2.7,3.9,1.4,เสื้อผ้า
5,2,3.5,1,เสื้อผ้า
5.9,3,4.2,1.5,เสื้อผ้า
6,2.2,4,1,เสื้อผ้า
6.1,2.9,4.7,1.4,เสื้อผ้า
5.6,2.9,3.6,1.3,เสื้อผ้า
6.7,3.1,4.4,1.4,เสื้อผ้า
5.6,3,4.5,1.5,เสื้อผ้า
5.8,2.7,4.1,1,เสื้อผ้า
6.2,2.2,4.5,1.5,เสื้อผ้า
5.6,2.5,3.9,1.1,เสื้อผ้า
5.9,3.2,4.8,1.8,เสื้อผ้า
6.1,2.8,4,1.3,เสื้อผ้า
6.3,2.5,4.9,1.5,เสื้อผ้า
6.1,2.8,4.7,1.2,เสื้อผ้า
6.4,2.9,4.3,1.3,เสื้อผ้า
6.6,3,4.4,1.4,เสื้อผ้า
6.8,2.8,4.8,1.4,เสื้อผ้า
6.7,3,5,1.7,เสื้อผ้า
6,2.9,4.5,1.5,เสื้อผ้า
5.7,2.6,3.5,1,เสื้อผ้า
5.5,2.4,3.8,1.1,เสื้อผ้า
5.5,2.4,3.7,1,เสื้อผ้า
5.8,2.7,3.9,1.2,เสื้อผ้า
6,2.7,5.1,1.6,เสื้อผ้า
5.4,3,4.5,1.5,เสื้อผ้า
6,3.4,4.5,1.6,เสื้อผ้า
6.7,3.1,4.7,1.5,เสื้อผ้า
