เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,คลาสของขวัญ
0,9.1,13,32,เครื่องประดับ
0,9.2,13,32,เครื่องประดับ
0,9.3,13,32,เครื่องประดับ
0,9.4,13,32,เครื่องประดับ
0,9.5,13,32,เครื่องประดับ
0,9.6,13,32,เครื่องประดับ
0,9.1,13,32.01,เครื่องประดับ
0,9.2,13,32.01,เครื่องประดับ
0,9.3,13,32.01,เครื่องประดับ
0,9.4,13,32.01,เครื่องประดับ
0,9.5,13,32.01,เครื่องประดับ
0,9.6,13,32.01,เครื่องประดับ
0,9.1,13,32.02,เครื่องประดับ
0,9.2,13,32.02,เครื่องประดับ
0,9.3,13,32.02,เครื่องประดับ
0,9.4,13,32.02,เครื่องประดับ
0,9.5,13,32.02,เครื่องประดับ
0,9.6,13,32.02,เครื่องประดับ
0,9.1,13,32.03,เครื่องประดับ
0,9.2,13,32.03,เครื่องประดับ
0,9.3,13,32.03,เครื่องประดับ
0,9.4,13,32.03,เครื่องประดับ
0,9.5,13,32.03,เครื่องประดับ
0,9.6,13,32.03,เครื่องประดับ
0,9.1,13,32.04,เครื่องประดับ
0,9.2,13,32.04,เครื่องประดับ
0,9.3,13,32.04,เครื่องประดับ
0,9.4,13,32.04,เครื่องประดับ
0,9.5,13,32.04,เครื่องประดับ
0,9.6,13,32.04,เครื่องประดับ
0,9.1,13,32.05,เครื่องประดับ
0,9.2,13,32.05,เครื่องประดับ
0,9.3,13,32.05,เครื่องประดับ
0,9.4,13,32.05,เครื่องประดับ
0,9.5,13,32.05,เครื่องประดับ
0,9.6,13,32.05,เครื่องประดับ
0,9.1,13,32.06,เครื่องประดับ
0,9.2,13,32.06,เครื่องประดับ
0,9.3,13,32.06,เครื่องประดับ
0,9.4,13,32.06,เครื่องประดับ
0,9.5,13,32.06,เครื่องประดับ
0,9.6,13,32.06,เครื่องประดับ
0,9.1,13,32.07,เครื่องประดับ
0,9.2,13,32.07,เครื่องประดับ
0,9.3,13,32.07,เครื่องประดับ
0,9.4,13,32.07,เครื่องประดับ
0,9.5,13,32.07,เครื่องประดับ
0,9.6,13,32.07,เครื่องประดับ
0,9.1,13,32.08,เครื่องประดับ
0,9.2,13,32.08,เครื่องประดับ
0,9.3,13,32.08,เครื่องประดับ
0,9.4,13,32.08,เครื่องประดับ
0,9.5,13,32.08,เครื่องประดับ
0,9.6,13,32.08,เครื่องประดับ
0,9.1,13,32.09,เครื่องประดับ
0,9.2,13,32.09,เครื่องประดับ
0,9.3,13,32.09,เครื่องประดับ
0,9.4,13,32.09,เครื่องประดับ
0,9.5,13,32.09,เครื่องประดับ
0,9.6,13,32.09,เครื่องประดับ
0,9.1,13,32.1,เครื่องประดับ
0,9.2,13,32.1,เครื่องประดับ
0,9.3,13,32.1,เครื่องประดับ
0,9.4,13,32.1,เครื่องประดับ
0,9.5,13,32.1,เครื่องประดับ
0,9.6,13,32.1,เครื่องประดับ
0,9.1,13,32.11,เครื่องประดับ
0,9.2,13,32.11,เครื่องประดับ
0,9.3,13,32.11,เครื่องประดับ
